district_name,state_name,district_code,year,pm25_sedac_raw,pm25_sedac_median,pm25_sedac_std
PurbaChamparan,Bihar,IND.5.27_1,2000,64.80940439955728,65.80000305175781,4.164895345906033
Purnia,Bihar,IND.5.28_1,2000,46.816753590971274,46.599998474121094,2.349034103970097
Rohtas,Bihar,IND.5.29_1,2000,44.7354736328125,48.099998474121094,9.454109593487027
Saharsa,Bihar,IND.5.30_1,2000,55.02313880191167,54.900001525878906,2.138974766449672
Samastipur,Bihar,IND.5.31_1,2000,61.321668733307895,61.70000076293945,2.309318664679404
Saran,Bihar,IND.5.32_1,2000,63.916395079899075,64.69999694824219,3.8890435605390934
Sheikhpura,Bihar,IND.5.33_1,2000,48.66375392077138,48.599998474121094,1.2617500966325617
Sheohar,Bihar,IND.5.34_1,2000,61.562889099121094,61.400001525878906,1.437374176027151
Sitamarhi,Bihar,IND.5.35_1,2000,58.358701292179965,58.5,2.108907603847928
Siwan,Bihar,IND.5.36_1,2000,70.5940691953164,70.4000015258789,2.116099482008953
Supaul,Bihar,IND.5.37_1,2000,49.93169756478482,49.5,2.967533621416554
Vaishali,Bihar,IND.5.38_1,2000,60.25447234175458,60.79999923706055,4.345208421167412
Chandigarh,Chandigarh,IND.6.1_1,2000,33.676577456362615,33.79999923706055,1.2541789745071252
Balod,Chhattisgarh,IND.7.2_1,2000,37.67729752412925,37.099998474121094,5.302342801120683
BalodaBazar,Chhattisgarh,IND.7.1_1,2000,40.72412013820939,40.849998474121094,5.756205734683366
Balrampur,Chhattisgarh,IND.7.3_1,2000,23.128846799462845,23.399999618530273,2.397235924213519
Bastar,Chhattisgarh,IND.7.4_1,2000,24.937761751083958,25.799999237060547,3.259859826240333
Bemetara,Chhattisgarh,IND.7.5_1,2000,45.5976375,44.5,4.049488682561073
Bijapur,Chhattisgarh,IND.7.6_1,2000,22.11699265388697,22.200000762939453,2.117124117099602
Bilaspur,Chhattisgarh,IND.7.7_1,2000,34.22402767820565,33.79999923706055,7.263854253599629
Dantewada,Chhattisgarh,IND.7.8_1,2000,19.95228131091618,20.0,3.0015109287941097
Dhamtari,Chhattisgarh,IND.7.9_1,2000,39.127472001701165,36.0,7.220979732899214
Durg,Chhattisgarh,IND.7.10_1,2000,53.85353814373559,54.29999923706055,5.096373029733144
Gariaband,Chhattisgarh,IND.7.11_1,2000,30.469108802624383,30.399999618530273,4.54895697636386
Janjgir-Champa,Chhattisgarh,IND.7.12_1,2000,39.75810543991733,39.900001525878906,2.400016320409806
Jashpur,Chhattisgarh,IND.7.13_1,2000,23.941273550370948,24.5,3.0712149675573954
Kabeerdham,Chhattisgarh,IND.7.14_1,2000,32.81060977672531,32.70000076293945,5.20412101757966
Kondagaon,Chhattisgarh,IND.7.15_1,2000,27.146479479949875,27.5,1.6345396482183745
Korba,Chhattisgarh,IND.7.16_1,2000,31.13708207506471,30.700000762939453,4.446861628283021
Koriya,Chhattisgarh,IND.7.17_1,2000,22.14445528403275,21.899999618530273,2.368267808643317
Mahasamund,Chhattisgarh,IND.7.18_1,2000,37.03952962357783,36.79999923706055,3.8772965936069004
Mungeli,Chhattisgarh,IND.7.19_1,2000,36.16089518362741,37.400001525878906,5.483493471381095
Narayanpur,Chhattisgarh,IND.7.20_1,2000,24.17917282127031,24.399999618530273,2.6932149512742227
Raigarh,Chhattisgarh,IND.7.21_1,2000,30.077025855114552,30.200000762939453,3.890964870874284
Raipur,Chhattisgarh,IND.7.22_1,2000,49.59774792209909,49.0,4.753052811078255
Rajnandgaon,Chhattisgarh,IND.7.23_1,2000,35.41710540405482,34.5,6.044373447211437
Sukma,Chhattisgarh,IND.7.24_1,2000,19.40133649988857,19.399999618530273,1.0945568950870743
Surajpur,Chhattisgarh,IND.7.25_1,2000,24.183894480857262,24.100000381469727,1.6292078572686992
Surguja,Chhattisgarh,IND.7.26_1,2000,22.468121280816096,22.899999618530273,2.389387102608938
UttarBastarKanker,Chhattisgarh,IND.7.27_1,2000,29.30487540355125,28.399999618530273,3.4061064822284135
DadraandNagarHaveli,DadraandNagarHaveli,IND.8.1_1,2000,22.326057254988264,22.200000762939453,0.5916095429086633
Daman,DamanandDiu,IND.9.1_1,2000,25.553847092848557,25.5,0.4222017927360498
Diu,DamanandDiu,IND.9.2_1,2000,30.70416514078776,31.399999618530273,2.154932105153707
NorthGoa,Goa,IND.10.1_1,2000,24.091670823213047,24.299999237060547,1.4475804743019576
SouthGoa,Goa,IND.10.2_1,2000,21.91963884730539,22.0,1.9204689788636953
Ahmadabad,Gujarat,IND.11.1_1,2000,37.3593772988083,37.5,2.3578327717565917
Amreli,Gujarat,IND.11.2_1,2000,28.179930306106513,28.600000381469727,2.2571098486509205
Anand,Gujarat,IND.11.3_1,2000,33.66298835931255,32.400001525878906,3.3686517946327372
Aravalli,Gujarat,IND.11.4_1,2000,31.226901466504685,31.100000381469727,1.4336542501255065
BanasKantha,Gujarat,IND.11.5_1,2000,39.09434350132626,40.79999923706055,6.261123436117966
Bharuch,Gujarat,IND.11.6_1,2000,32.152212566844916,30.600000381469727,3.724935047853609
Bhavnagar,Gujarat,IND.11.7_1,2000,32.472871670650505,32.400001525878906,3.905854689671443
Botad,Gujarat,IND.11.8_1,2000,33.461828302053824,33.5,0.7062211195503758
ChhotaUdaipur,Gujarat,IND.11.9_1,2000,29.99826415788658,30.200000762939453,3.1397513462909346
Dahod,Gujarat,IND.11.10_1,2000,27.99064247351383,28.200000762939453,1.6204423770216279
DevbhumiDwarka,Gujarat,IND.11.11_1,2000,32.871307249493924,32.70000076293945,1.8824276949734884
Gandhinagar,Gujarat,IND.11.12_1,2000,35.48290598290598,34.900001525878906,2.2753395041246547
GirSomnath,Gujarat,IND.11.13_1,2000,27.230405405405406,27.899999618530273,3.1761411862284383
Jamnagar,Gujarat,IND.11.14_1,2000,34.07436485909479,34.20000076293945,1.8896067217745776
Junagadh,Gujarat,IND.11.15_1,2000,26.701162933289734,27.299999237060547,2.863571130244954
Kachchh,Gujarat,IND.11.16_1,2000,41.794033253823486,42.0,3.9955280089697522
Kheda,Gujarat,IND.11.17_1,2000,33.95627987656963,34.0,1.6069894177598665
Mahesana,Gujarat,IND.11.18_1,2000,36.80041114186406,36.900001525878906,2.547484129805204
Mahisagar,Gujarat,IND.11.19_1,2000,30.193065743210475,30.0,1.4781221861044953
Morbi,Gujarat,IND.11.20_1,2000,32.58836219612934,32.70000076293945,0.8713162619250493
Narmada,Gujarat,IND.11.21_1,2000,25.93697998375168,24.799999237060547,3.589379912400653
Navsari,Gujarat,IND.11.22_1,2000,26.450236966824644,25.799999237060547,3.000307830391268
PanchMahals,Gujarat,IND.11.23_1,2000,32.51206903421164,32.900001525878906,2.3365385452374468
Patan,Gujarat,IND.11.24_1,2000,39.47181820311036,39.5,0.9009563068674789
Porbandar,Gujarat,IND.11.25_1,2000,31.68119739713217,31.600000381469727,1.5779940676037556
Rajkot,Gujarat,IND.11.26_1,2000,30.70899757773772,30.600000381469727,1.2467443356048562
SabarKantha,Gujarat,IND.11.27_1,2000,31.07128536939492,32.599998474121094,3.6402403776359598
Surat,Gujarat,IND.11.28_1,2000,29.98868725393701,29.799999237060547,3.593048207473675
Surendranagar,Gujarat,IND.11.29_1,2000,32.86564623224213,32.29999923706055,2.652467619732352
Tapi,Gujarat,IND.11.30_1,2000,26.14956370601589,26.5,2.06355203924163
TheDangs,Gujarat,IND.11.31_1,2000,20.367069367439516,20.299999237060547,1.7266426029377715
Vadodara,Gujarat,IND.11.32_1,2000,33.21087351736797,33.20000076293945,1.2877359002956046
Valsad,Gujarat,IND.11.33_1,2000,23.3969843629157,23.100000381469727,1.579655608754746
Ambala,Haryana,IND.12.1_1,2000,43.18055345245306,44.900001525878906,5.124534277557689
Bhiwani,Haryana,IND.12.2_1,2000,53.227373833138856,52.0,6.021315680874111
Faridabad,Haryana,IND.12.3_1,2000,66.75655220078058,66.69999694824219,4.466400852293327
Fatehabad,Haryana,IND.12.4_1,2000,49.77677674184904,49.900001525878906,1.4756944414020556
Gurgaon,Haryana,IND.12.5_1,2000,64.83583844040575,64.30000305175781,4.419743686570656
Hisar,Haryana,IND.12.6_1,2000,52.4696279453651,52.099998474121094,3.471147902170564
Jhajjar,Haryana,IND.12.7_1,2000,67.23879913926002,67.44999694824219,6.656320193711606
Jind,Haryana,IND.12.8_1,2000,56.43683589138134,56.599998474121094,3.3478823903741013
Kaithal,Haryana,IND.12.9_1,2000,51.330126249418875,51.70000076293945,3.6067365419254553
Karnal,Haryana,IND.12.10_1,2000,57.12278267634855,57.400001525878906,2.656641165090885
Kurukshetra,Haryana,IND.12.11_1,2000,50.18937098422897,50.20000076293945,1.8084701963914673
Mahendragarh,Haryana,IND.12.12_1,2000,47.95330125493514,47.900001525878906,3.3865825490561687
Mewat,Haryana,IND.12.13_1,2000,57.133334493318486,58.400001525878906,4.921045070045238
Palwal,Haryana,IND.12.14_1,2000,64.55547721119133,64.5999984741211,1.944380834448961
Panchkula,Haryana,IND.12.15_1,2000,31.01539455935252,30.700000762939453,2.0066239880054004
Panipat,Haryana,IND.12.16_1,2000,63.424040570175436,63.20000076293945,1.969705136293911
Rewari,Haryana,IND.12.17_1,2000,54.770621049476894,54.400001525878906,2.3868317572636775
Rohtak,Haryana,IND.12.18_1,2000,66.60102232714469,66.0999984741211,4.393102092514286
Sirsa,Haryana,IND.12.19_1,2000,46.81073173052525,46.70000076293945,2.1131537925077075
Sonipat,Haryana,IND.12.20_1,2000,69.1442749142997,68.4000015258789,5.188673228184855
Yamunanagar,Haryana,IND.12.21_1,2000,46.16789516789517,47.099998474121094,5.3586888555558465
Bilaspur,HimachalPradesh,IND.13.1_1,2000,27.224503800675677,26.799999237060547,2.249691376651875
Chamba,HimachalPradesh,IND.13.2_1,2000,24.76013187520103,24.600000381469727,2.3088167467146943
Hamirpur,HimachalPradesh,IND.13.3_1,2000,24.24486407280867,24.200000762939453,2.6177715777980737
Kangra,HimachalPradesh,IND.13.4_1,2000,22.692961304068916,22.100000381469727,2.819933564209036
Kinnaur,HimachalPradesh,IND.13.5_1,2000,24.000453892923492,24.700000762939453,3.6815540779349107
Kinnaur,HimachalPradesh,Z04.13.5_1,2000,14.491666440610532,14.300000190734863,0.6894878748864516
Kinnaur,HimachalPradesh,Z09.13.5_1,2000,25.510416666666668,25.600000381469727,0.6292321622757363
Kullu,HimachalPradesh,IND.13.6_1,2000,25.48989128361625,24.799999237060547,2.134718143954628
Lahul&Spiti,HimachalPradesh,IND.13.7_1,2000,19.862808553386913,20.299999237060547,3.5188612978161866
Lahul&Spiti,HimachalPradesh,Z04.13.7_1,2000,14.685326617697012,14.600000381469727,0.7961537589705006
Mandi,HimachalPradesh,IND.13.8_1,2000,25.22261156557595,25.5,2.991323703158746
Shimla,HimachalPradesh,IND.13.9_1,2000,29.548192616207324,29.899999618530273,2.26798486992217
Sirmaur,HimachalPradesh,IND.13.10_1,2000,31.499432677760968,31.5,3.0516722925175306
Solan,HimachalPradesh,IND.13.11_1,2000,27.621583090428416,27.600000381469727,1.379655603985654
Una,HimachalPradesh,IND.13.12_1,2000,30.551202170555936,29.600000381469727,3.1785528941529093
Anantnag,JammuandKashmir,Z01.14.1_1,2000,20.594873065419673,20.399999618530273,2.7807214863592336
Badgam,JammuandKashmir,Z01.14.2_1,2000,23.406386701662292,23.600000381469727,1.97332679150007
Bandipore,JammuandKashmir,Z01.14.3_1,2000,17.515738498789347,17.299999237060547,1.5987921886363492
Baramulla,JammuandKashmir,Z01.14.4_1,2000,23.70469149957338,23.700000762939453,1.8959797242946217
Doda,JammuandKashmir,Z01.14.5_1,2000,25.60141925029574,25.899999618530273,1.3084225601938577
Ganderbal,JammuandKashmir,Z01.14.6_1,2000,17.978994005981345,17.799999237060547,1.097289287843363
Jammu,JammuandKashmir,Z01.14.7_1,2000,30.453627448017407,30.100000381469727,3.5140078077853625
Kargil,JammuandKashmir,Z01.14.8_1,2000,13.60833984375,13.5,2.6524298103744552
Kathua,JammuandKashmir,Z01.14.9_1,2000,25.29336310115262,25.100000381469727,2.3078389064100646
Kishtwar,JammuandKashmir,Z01.14.10_1,2000,20.616336238747817,20.600000381469727,2.5435054547674403
Kulgam,JammuandKashmir,Z01.14.11_1,2000,25.080398162327718,25.600000381469727,1.6653293203740598
Kupwara,JammuandKashmir,Z01.14.12_1,2000,22.89666521990741,23.100000381469727,2.2065029935987748
Leh(Ladakh),JammuandKashmir,Z01.14.13_1,2000,7.13168811742677,6.199999809265137,2.465942943696565
Poonch,JammuandKashmir,Z01.14.14_1,2000,28.44038272580148,28.5,1.317632689363302
Pulwama,JammuandKashmir,Z01.14.15_1,2000,19.188269247555866,19.100000381469727,0.780883205180859
Rajouri,JammuandKashmir,Z01.14.16_1,2000,28.91557480174868,29.0,1.1367772304011976
Ramban,JammuandKashmir,Z01.14.17_1,2000,25.716799107142858,25.799999237060547,0.8455483720607784
Reasi,JammuandKashmir,Z01.14.18_1,2000,26.12993217294351,26.100000381469727,0.9996907876439959
Samba,JammuandKashmir,Z01.14.19_1,2000,28.834120075992555,28.700000762939453,2.7916420077791124
Shupiyan,JammuandKashmir,Z01.14.20_1,2000,23.533380681818183,23.899999618530273,1.7530029282430504
Srinagar,JammuandKashmir,Z01.14.21_1,2000,19.071732664419933,18.950000762939453,0.7075930441395796
Udhampur,JammuandKashmir,Z01.14.22_1,2000,25.705739055907173,25.700000762939453,1.2757759222667127
Bokaro,Jharkhand,IND.15.1_1,2000,42.42622108759843,43.099998474121094,2.972335333435447
Chatra,Jharkhand,IND.15.2_1,2000,30.2776499850389,30.100000381469727,2.5429865009815256
Deoghar,Jharkhand,IND.15.3_1,2000,35.856964798850576,35.900001525878906,1.6203379707042285
Dhanbad,Jharkhand,IND.15.4_1,2000,40.57409383468835,40.29999923706055,3.31672297191093
Dumka,Jharkhand,IND.15.5_1,2000,34.39841650492684,34.29999923706055,1.838734363707231
Garhwa,Jharkhand,IND.15.6_1,2000,29.173325985119867,29.399999618530273,3.4002090106274183
Giridih,Jharkhand,IND.15.7_1,2000,34.81558849955076,34.79999923706055,1.9103984832610377
Godda,Jharkhand,IND.15.8_1,2000,37.882,38.5,3.8500293586470025
Gumla,Jharkhand,IND.15.9_1,2000,26.48935125158764,27.200000762939453,2.9092015161464633
Hazaribagh,Jharkhand,IND.15.10_1,2000,32.453820583411435,32.099998474121094,3.4157913690559027
Jamtara,Jharkhand,IND.15.11_1,2000,37.958825484981226,37.900001525878906,1.314231024466587
Khunti,Jharkhand,IND.15.12_1,2000,31.525060047015536,31.200000762939453,3.1164476679528414
Kodarma,Jharkhand,IND.15.13_1,2000,34.34241908006814,34.0,2.151099631705888
Latehar,Jharkhand,IND.15.14_1,2000,27.252456890856237,27.700000762939453,2.541284740724008
Lohardaga,Jharkhand,IND.15.15_1,2000,26.602795742069485,27.100000381469727,2.0844155863355014
Pakur,Jharkhand,IND.15.16_1,2000,36.21955719557196,36.70000076293945,3.3175405572382304
Palamu,Jharkhand,IND.15.17_1,2000,31.873363584619277,31.899999618530273,2.732173571090754
PashchimiSinghbhum,Jharkhand,IND.15.18_1,2000,33.785237578864354,33.900001525878906,3.131601895645203
PurbiSinghbhum,Jharkhand,IND.15.19_1,2000,37.82019819497455,38.20000076293945,3.0724172538382577
Ramgarh,Jharkhand,IND.15.20_1,2000,40.78038818153001,41.70000076293945,3.2353428276373486
Ranchi,Jharkhand,IND.15.21_1,2000,32.54715001157943,31.399999618530273,5.2030209214471705
Sahibganj,Jharkhand,IND.15.22_1,2000,39.00799955425369,38.900001525878906,3.084599660509028
Saraikela-kharsawan,Jharkhand,IND.15.23_1,2000,38.120402244963564,38.0,2.577735206652247
Simdega,Jharkhand,IND.15.24_1,2000,29.580316625412543,29.5,1.4704355870020844
Bagalkot,Karnataka,IND.16.1_1,2000,18.847101036210944,18.399999618530273,2.8157692040232214
Bangalore,Karnataka,IND.16.3_1,2000,17.995259311259648,18.0,1.481246087280912
BangaloreRural,Karnataka,IND.16.2_1,2000,16.617496795495846,16.5,0.7401623105699692
Belgaum,Karnataka,IND.16.4_1,2000,19.258563929175192,18.700000762939453,2.688197464458919
Bellary,Karnataka,IND.16.5_1,2000,17.490821398033347,16.200000762939453,2.8463505380635437
Bidar,Karnataka,IND.16.6_1,2000,20.85022590767076,20.399999618530273,2.2904353378840088
Bijapur,Karnataka,IND.16.7_1,2000,21.398727894796124,21.5,1.5870283873005242
Chamrajnagar,Karnataka,IND.16.8_1,2000,15.763275751759437,16.299999237060547,2.9959671467922178
Chikballapura,Karnataka,IND.16.9_1,2000,16.039801759193775,16.0,0.9567788205928462
Chikmagalur,Karnataka,IND.16.10_1,2000,12.418766941201001,12.100000381469727,1.787484941649477
Chitradurga,Karnataka,IND.16.11_1,2000,15.718398963501063,15.699999809265137,0.8734246077776514
DakshinaKannada,Karnataka,IND.16.12_1,2000,12.822197492732558,12.5,1.6759566453691692
Davanagere,Karnataka,IND.16.13_1,2000,15.573117891316121,15.399999618530273,1.1270995396915378
Dharwad,Karnataka,IND.16.14_1,2000,16.5792264842881,16.399999618530273,1.2377046148109623
Gadag,Karnataka,IND.16.15_1,2000,17.039676853867828,17.0,1.578038635187743
Gulbarga,Karnataka,IND.16.16_1,2000,21.705289596523233,21.799999237060547,1.0706780328570933
Hassan,Karnataka,IND.16.17_1,2000,12.419932612165278,12.100000381469727,1.625699107056452
Haveri,Karnataka,IND.16.18_1,2000,14.787842161808669,14.800000190734863,0.6184883543961747
Kodagu,Karnataka,IND.16.19_1,2000,9.110380773460411,9.0,0.8184192787135949
Kolar,Karnataka,IND.16.20_1,2000,15.020645971886337,14.899999618530273,1.140350385697854
Koppal,Karnataka,IND.16.21_1,2000,17.486343317847883,17.0,2.447858002694827
Mandya,Karnataka,IND.16.22_1,2000,17.358645935658153,17.5,2.5725339799140228
Mysore,Karnataka,IND.16.23_1,2000,12.730822777246654,11.600000381469727,3.3339109200155574
Raichur,Karnataka,IND.16.24_1,2000,21.000982456140353,21.399999618530273,2.0603216623680054
Ramanagara,Karnataka,IND.16.25_1,2000,17.415469770539705,17.399999618530273,1.071234527196758
Shimoga,Karnataka,IND.16.26_1,2000,13.867011260043263,13.800000190734863,0.92442203328117
Tumkur,Karnataka,IND.16.27_1,2000,15.891015271812838,16.0,1.0262884808942392
Udupi,Karnataka,IND.16.28_1,2000,15.322526001762181,14.699999809265137,2.049797935863505
UttaraKannada,Karnataka,IND.16.29_1,2000,18.181438515081208,18.200000762939453,2.3485778412791047
Yadgir,Karnataka,IND.16.30_1,2000,21.10067169298835,21.100000381469727,1.1559897334108622
Alappuzha,Kerala,IND.17.1_1,2000,19.049362017576204,19.399999618530273,1.7565559400338506
Ernakulam,Kerala,IND.17.2_1,2000,14.818466944519438,14.25,3.1674955830472498
